uid,block,a,b,tol_ms,hits,den,twice_hits,a_n,b_n,b_covered
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,asr_3408,intent_3408_last,0,7,31,14,19,12,7
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,asr_3408,intent_3408_last,20,12,31,24,19,12,12
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,asr_3408,intent_3408_last,40,12,31,24,19,12,12
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,asr_3408,speaker_count_3408_last,0,2,24,4,19,5,2
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,asr_3408,speaker_count_3408_last,20,4,24,8,19,5,4
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,asr_3408,speaker_count_3408_last,40,4,24,8,19,5,4
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,emotion_3408,intent_3408_last,0,8,21,16,9,12,8
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,emotion_3408,intent_3408_last,20,8,21,16,9,12,8
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,emotion_3408,intent_3408_last,40,9,21,18,9,12,10
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,emotion_3408,speaker_count_3408_last,0,2,14,4,9,5,2
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,emotion_3408,speaker_count_3408_last,20,4,14,8,9,5,4
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,emotion_3408,speaker_count_3408_last,40,4,14,8,9,5,4
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,intent_3408_last,speaker_count_3408_last,0,2,17,4,12,5,2
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,intent_3408_last,speaker_count_3408_last,20,4,17,8,12,5,4
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,intent_3408_last,speaker_count_3408_last,40,4,17,8,12,5,4
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,asr_3408,emotion_3408,0,4,41,8,28,13,4
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,asr_3408,emotion_3408,20,12,41,24,28,13,12
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,asr_3408,emotion_3408,40,12,41,24,28,13,12
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,asr_3408,intent_3408_last,0,9,46,18,28,18,9
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,asr_3408,intent_3408_last,20,18,46,36,28,18,18
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,asr_3408,intent_3408_last,40,18,46,36,28,18,18
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,asr_3408,speaker_count_3408_last,0,3,36,6,28,8,3
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,asr_3408,speaker_count_3408_last,20,8,36,16,28,8,8
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,asr_3408,speaker_count_3408_last,40,8,36,16,28,8,8
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,emotion_3408,intent_3408_last,0,5,31,10,13,18,5
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,emotion_3408,intent_3408_last,20,9,31,18,13,18,9
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,emotion_3408,intent_3408_last,40,11,31,22,13,18,11
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,emotion_3408,speaker_count_3408_last,0,4,21,8,13,8,4
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,emotion_3408,speaker_count_3408_last,20,7,21,14,13,8,7
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,emotion_3408,speaker_count_3408_last,40,7,21,14,13,8,7
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,intent_3408_last,speaker_count_3408_last,0,5,26,10,18,8,5
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,intent_3408_last,speaker_count_3408_last,20,7,26,14,18,8,7
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,intent_3408_last,speaker_count_3408_last,40,7,26,14,18,8,7
ex04_happy_00327,ex04::NOT SO FAST,asr_3408,emotion_3408,0,3,11,6,8,3,3
ex04_happy_00327,ex04::NOT SO FAST,asr_3408,emotion_3408,20,3,11,6,8,3,3
ex04_happy_00327,ex04::NOT SO FAST,asr_3408,emotion_3408,40,3,11,6,8,3,3
ex04_happy_00327,ex04::NOT SO FAST,asr_3408,intent_3408_last,0,5,14,10,8,6,5
ex04_happy_00327,ex04::NOT SO FAST,asr_3408,intent_3408_last,20,6,14,12,8,6,6
ex04_happy_00327,ex04::NOT SO FAST,asr_3408,intent_3408_last,40,6,14,12,8,6,6
ex04_happy_00327,ex04::NOT SO FAST,asr_3408,speaker_count_3408_last,0,1,11,2,8,3,1
ex04_happy_00327,ex04::NOT SO FAST,asr_3408,speaker_count_3408_last,20,2,11,4,8,3,2
ex04_happy_00327,ex04::NOT SO FAST,asr_3408,speaker_count_3408_last,40,2,11,4,8,3,2
ex04_happy_00327,ex04::NOT SO FAST,emotion_3408,intent_3408_last,0,3,9,6,3,6,3
ex04_happy_00327,ex04::NOT SO FAST,emotion_3408,intent_3408_last,20,3,9,6,3,6,3
ex04_happy_00327,ex04::NOT SO FAST,emotion_3408,intent_3408_last,40,3,9,6,3,6,3
ex04_happy_00327,ex04::NOT SO FAST,emotion_3408,speaker_count_3408_last,0,1,6,2,3,3,1
ex04_happy_00327,ex04::NOT SO FAST,emotion_3408,speaker_count_3408_last,20,2,6,4,3,3,2
ex04_happy_00327,ex04::NOT SO FAST,emotion_3408,speaker_count_3408_last,40,2,6,4,3,3,2
ex04_happy_00327,ex04::NOT SO FAST,intent_3408_last,speaker_count_3408_last,0,1,9,2,6,3,1
ex04_happy_00327,ex04::NOT SO FAST,intent_3408_last,speaker_count_3408_last,20,2,9,4,6,3,2
ex04_happy_00327,ex04::NOT SO FAST,intent_3408_last,speaker_count_3408_last,40,2,9,4,6,3,2
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,asr_3408,emotion_3408,0,16,74,32,51,23,16
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,asr_3408,emotion_3408,20,21,74,42,51,23,21
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,asr_3408,emotion_3408,40,23,74,46,51,23,23
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,asr_3408,intent_3408_last,0,21,84,42,51,33,21
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,asr_3408,intent_3408_last,20,31,84,62,51,33,31
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,asr_3408,intent_3408_last,40,33,84,66,51,33,33
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,asr_3408,speaker_count_3408_last,0,4,67,8,51,16,4
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,asr_3408,speaker_count_3408_last,20,12,67,24,51,16,12
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,asr_3408,speaker_count_3408_last,40,14,67,28,51,16,14
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,emotion_3408,intent_3408_last,0,17,56,34,23,33,17
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,emotion_3408,intent_3408_last,20,21,56,42,23,33,22
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,emotion_3408,intent_3408_last,40,22,56,44,23,33,25
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,emotion_3408,speaker_count_3408_last,0,3,39,6,23,16,3
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,emotion_3408,speaker_count_3408_last,20,11,39,22,23,16,11
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,emotion_3408,speaker_count_3408_last,40,13,39,26,23,16,13
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,intent_3408_last,speaker_count_3408_last,0,7,49,14,33,16,7
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,intent_3408_last,speaker_count_3408_last,20,14,49,28,33,16,14
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,intent_3408_last,speaker_count_3408_last,40,15,49,30,33,16,15
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,asr_3408,emotion_3408,0,12,51,24,35,16,12
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,asr_3408,emotion_3408,20,16,51,32,35,16,16
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,asr_3408,emotion_3408,40,16,51,32,35,16,16
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,asr_3408,intent_3408_last,0,15,57,30,35,22,15
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,asr_3408,intent_3408_last,20,22,57,44,35,22,22
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,asr_3408,intent_3408_last,40,22,57,44,35,22,22
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,asr_3408,speaker_count_3408_last,0,8,45,16,35,10,8
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,asr_3408,speaker_count_3408_last,20,10,45,20,35,10,10
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,asr_3408,speaker_count_3408_last,40,10,45,20,35,10,10
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,emotion_3408,intent_3408_last,0,12,38,24,16,22,12
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,emotion_3408,intent_3408_last,20,15,38,30,16,22,15
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,emotion_3408,intent_3408_last,40,15,38,30,16,22,17
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,emotion_3408,speaker_count_3408_last,0,6,26,12,16,10,6
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,emotion_3408,speaker_count_3408_last,20,8,26,16,16,10,8
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,emotion_3408,speaker_count_3408_last,40,9,26,18,16,10,9
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,intent_3408_last,speaker_count_3408_last,0,7,32,14,22,10,7
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,intent_3408_last,speaker_count_3408_last,20,10,32,20,22,10,10
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,intent_3408_last,speaker_count_3408_last,40,10,32,20,22,10,10
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,asr_3408,emotion_3408,0,27,98,54,64,34,27
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,asr_3408,emotion_3408,20,33,98,66,64,34,33
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,asr_3408,emotion_3408,40,34,98,68,64,34,34
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,asr_3408,intent_3408_last,0,32,105,64,64,41,32
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,asr_3408,intent_3408_last,20,40,105,80,64,41,40
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,asr_3408,intent_3408_last,40,40,105,80,64,41,40
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,asr_3408,speaker_count_3408_last,0,9,81,18,64,17,9
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,asr_3408,speaker_count_3408_last,20,17,81,34,64,17,17
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,asr_3408,speaker_count_3408_last,40,17,81,34,64,17,17
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,emotion_3408,intent_3408_last,0,23,75,46,34,41,23
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,emotion_3408,intent_3408_last,20,31,75,62,34,41,31
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,emotion_3408,intent_3408_last,40,32,75,64,34,41,36
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,emotion_3408,speaker_count_3408_last,0,8,51,16,34,17,8
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,emotion_3408,speaker_count_3408_last,20,13,51,26,34,17,13
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,emotion_3408,speaker_count_3408_last,40,14,51,28,34,17,14
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,intent_3408_last,speaker_count_3408_last,0,8,58,16,41,17,8
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,intent_3408_last,speaker_count_3408_last,20,15,58,30,41,17,15
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,intent_3408_last,speaker_count_3408_last,40,15,58,30,41,17,15
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,asr_3408,emotion_3408,0,7,41,14,28,13,7
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,asr_3408,emotion_3408,20,12,41,24,28,13,12
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,asr_3408,emotion_3408,40,13,41,26,28,13,13
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,asr_3408,intent_3408_last,0,12,47,24,28,19,12
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,asr_3408,intent_3408_last,20,18,47,36,28,19,18
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,asr_3408,intent_3408_last,40,18,47,36,28,19,18
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,asr_3408,speaker_count_3408_last,0,1,36,2,28,8,1
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,asr_3408,speaker_count_3408_last,20,5,36,10,28,8,5
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,asr_3408,speaker_count_3408_last,40,6,36,12,28,8,6
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,emotion_3408,intent_3408_last,0,7,32,14,13,19,7
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,emotion_3408,intent_3408_last,20,11,32,22,13,19,11
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,emotion_3408,intent_3408_last,40,13,32,26,13,19,14
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,emotion_3408,speaker_count_3408_last,0,0,21,0,13,8,0
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,emotion_3408,speaker_count_3408_last,20,6,21,12,13,8,6
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,emotion_3408,speaker_count_3408_last,40,6,21,12,13,8,6
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,intent_3408_last,speaker_count_3408_last,0,3,27,6,19,8,3
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,intent_3408_last,speaker_count_3408_last,20,7,27,14,19,8,7
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,intent_3408_last,speaker_count_3408_last,40,7,27,14,19,8,7
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,asr_3408,emotion_3408,0,17,71,34,47,24,17
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,asr_3408,emotion_3408,20,22,71,44,47,24,22
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,asr_3408,emotion_3408,40,24,71,48,47,24,24
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,asr_3408,intent_3408_last,0,20,75,40,47,28,20
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,asr_3408,intent_3408_last,20,28,75,56,47,28,28
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,asr_3408,intent_3408_last,40,28,75,56,47,28,28
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,asr_3408,speaker_count_3408_last,0,5,60,10,47,13,5
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,asr_3408,speaker_count_3408_last,20,13,60,26,47,13,13
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,asr_3408,speaker_count_3408_last,40,13,60,26,47,13,13
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,emotion_3408,intent_3408_last,0,12,52,24,24,28,12
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,emotion_3408,intent_3408_last,20,22,52,44,24,28,22
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,emotion_3408,intent_3408_last,40,22,52,44,24,28,22
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,emotion_3408,speaker_count_3408_last,0,5,37,10,24,13,5
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,emotion_3408,speaker_count_3408_last,20,11,37,22,24,13,11
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,emotion_3408,speaker_count_3408_last,40,13,37,26,24,13,13
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,intent_3408_last,speaker_count_3408_last,0,8,41,16,28,13,8
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,intent_3408_last,speaker_count_3408_last,20,13,41,26,28,13,13
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,intent_3408_last,speaker_count_3408_last,40,13,41,26,28,13,13
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,asr_3408,emotion_3408,0,8,40,16,27,13,8
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,asr_3408,emotion_3408,20,12,40,24,27,13,12
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,asr_3408,emotion_3408,40,13,40,26,27,13,13
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,asr_3408,intent_3408_last,0,9,46,18,27,19,9
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,asr_3408,intent_3408_last,20,19,46,38,27,19,19
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,asr_3408,intent_3408_last,40,19,46,38,27,19,19
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,asr_3408,speaker_count_3408_last,0,3,35,6,27,8,3
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,asr_3408,speaker_count_3408_last,20,7,35,14,27,8,7
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,asr_3408,speaker_count_3408_last,40,7,35,14,27,8,7
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,emotion_3408,intent_3408_last,0,7,32,14,13,19,7
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,emotion_3408,intent_3408_last,20,12,32,24,13,19,12
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,emotion_3408,intent_3408_last,40,12,32,24,13,19,14
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,emotion_3408,speaker_count_3408_last,0,1,21,2,13,8,1
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,emotion_3408,speaker_count_3408_last,20,4,21,8,13,8,4
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,emotion_3408,speaker_count_3408_last,40,4,21,8,13,8,4
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,intent_3408_last,speaker_count_3408_last,0,3,27,6,19,8,3
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,intent_3408_last,speaker_count_3408_last,20,5,27,10,19,8,5
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,intent_3408_last,speaker_count_3408_last,40,6,27,12,19,8,6
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,asr_3408,emotion_3408,0,18,75,36,52,23,18
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,asr_3408,emotion_3408,20,22,75,44,52,23,22
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,asr_3408,emotion_3408,40,23,75,46,52,23,23
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,asr_3408,intent_3408_last,0,19,84,38,52,32,19
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,asr_3408,intent_3408_last,20,32,84,64,52,32,32
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,asr_3408,intent_3408_last,40,32,84,64,52,32,32
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,asr_3408,speaker_count_3408_last,0,9,68,18,52,16,9
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,asr_3408,speaker_count_3408_last,20,15,68,30,52,16,15
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,asr_3408,speaker_count_3408_last,40,16,68,32,52,16,16
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,emotion_3408,intent_3408_last,0,13,55,26,23,32,13
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,emotion_3408,intent_3408_last,20,20,55,40,23,32,20
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,emotion_3408,intent_3408_last,40,22,55,44,23,32,24
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,emotion_3408,speaker_count_3408_last,0,7,39,14,23,16,7
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,emotion_3408,speaker_count_3408_last,20,13,39,26,23,16,13
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,emotion_3408,speaker_count_3408_last,40,13,39,26,23,16,13
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,intent_3408_last,speaker_count_3408_last,0,5,48,10,32,16,5
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,intent_3408_last,speaker_count_3408_last,20,12,48,24,32,16,12
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,intent_3408_last,speaker_count_3408_last,40,13,48,26,32,16,13
ex04_laughing_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,asr_3408,emotion_3408,0,21,87,42,60,27,21
ex04_laughing_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,asr_3408,emotion_3408,20,25,87,50,60,27,25
ex04_laughing_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,asr_3408,emotion_3408,40,26,87,52,60,27,26
ex04_laughing_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,asr_3408,intent_3408_last,0,27,100,54,60,40,27
ex04_laughing_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,asr_3408,intent_3408_last,20,39,100,78,60,40,39
ex04_laughing_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,asr_3408,intent_3408_last,40,40,100,80,60,40,40
ex04_laughing_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,asr_3408,speaker_count_3408_last,0,8,81,16,60,21,8
ex04_laughing_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,asr_3408,speaker_count_3408_last,20,19,81,38,60,21,19
ex04_laughing_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,asr_3408,speaker_count_3408_last,40,20,81,40,60,21,20
ex04_laughing_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,emotion_3408,intent_3408_last,0,17,67,34,27,40,17
